Product ID,Product Name,Date,Online Store Location,Sales Quantity,Selling Price,Promotions,Demand Trend,Customer Segments,Warehouse Location,Stock Levels,Stockout Frequency,Reorder Point,Order Fulfillment Time (days),Retail Store Location,Market Price,Competitor Prices,Discounts,Sales Volume,Return Rate (%),Elasticity Index,Category_Electronics,Category_Fashion,Category_Furniture,Category_Groceries,Category_Home Appliances
7349,Sneakers,2024-12-14,Mumbai,452,37.97,0,1,1,Chennai,858,6,117,8,Pune,63.22,29.3,6.5,222,3.05,0.99,False,True,False,False,False
7676,Chair,2024-04-20,Mumbai,232,53.42,1,0,1,Hyderabad,472,16,129,7,Delhi,87.97,23.71,5.51,240,13.56,0.73,False,False,True,False,False
7676,Chair,2024-04-20,Mumbai,232,53.42,1,0,1,Hyderabad,472,16,129,7,Bangalore,75.8,41.74,36.57,441,6.41,2.31,False,False,True,False,False
7717,Hoodie,2024-03-31,Bangalore,257,69.91,0,2,1,Mumbai,416,2,58,9,Mumbai,69.91,27.86,49.94,321,5.67,0.98,False,True,False,False,False
9496,Smartphone,2024-04-08,Kolkata,404,38.73,0,1,0,Mumbai,229,10,91,11,Mumbai,38.73,50.79,38.73,76,10.85,0.7,True,False,False,False,False
9496,Smartphone,2024-04-08,Kolkata,404,52.75,0,1,0,Mumbai,229,10,91,11,Bangalore,52.75,12.64,5.66,195,6.02,1.87,True,False,False,False,False
9496,Smartphone,2024-04-08,Kolkata,404,33.71,0,1,0,Mumbai,229,10,91,11,Pune,33.71,77.47,4.91,276,17.72,2.11,True,False,False,False,False
9496,Smartphone,2024-04-08,Kolkata,404,38.73,0,1,0,Pune,506,8,29,9,Mumbai,38.73,50.79,38.73,76,10.85,0.7,True,False,False,False,False
9496,Smartphone,2024-04-08,Kolkata,404,52.75,0,1,0,Pune,506,8,29,9,Bangalore,52.75,12.64,5.66,195,6.02,1.87,True,False,False,False,False
9496,Smartphone,2024-04-08,Kolkata,404,33.71,0,1,0,Pune,506,8,29,9,Pune,33.71,77.47,4.91,276,17.72,2.11,True,False,False,False,False
8821,Snacks,2024-10-26,Bangalore,372,9.07,1,2,1,Kolkata,472,12,158,7,Chennai,47.41,63.87,11.96,15,18.9,2.11,False,False,False,True,False
2598,Bread,2024-04-13,Delhi,435,29.51,1,1,0,Delhi,249,9,143,4,Bangalore,29.51,61.63,4.19,216,11.13,2.26,False,False,False,True,False
2598,Bread,2024-04-13,Delhi,435,9.15,1,1,0,Delhi,249,9,143,4,Pune,9.15,95.09,9.15,51,16.11,1.07,False,False,False,True,False
3880,Fan,2024-02-09,Pune,19,10.09,1,0,2,Pune,87,3,87,9,Pune,11.72,66.96,11.72,198,6.59,2.06,False,False,False,False,True
5733,T-Shirt,2024-05-14,Hyderabad,339,26.41,0,0,2,Bangalore,820,19,109,12,Pune,74.6,53.93,2.17,139,13.68,0.87,False,True,False,False,False
9009,Milk,2024-12-16,Pune,242,46.95,1,2,1,Ahmedabad,650,13,123,9,Pune,46.95,61.04,22.49,165,6.52,0.83,False,False,False,True,False
4747,Jacket,2024-06-25,Delhi,3,49.95,0,2,1,Kolkata,579,14,48,1,Pune,49.95,27.98,2.33,482,2.37,0.63,False,True,False,False,False
4747,Jacket,2024-06-25,Delhi,3,49.68,0,2,1,Kolkata,579,14,48,1,Chennai,49.68,85.22,39.08,202,7.77,1.21,False,True,False,False,False
7159,Bookshelf,2024-05-27,Delhi,37,48.32,1,2,1,Bangalore,506,7,136,6,Hyderabad,91.0,39.46,48.89,192,19.43,1.25,False,False,True,False,False
7159,Bookshelf,2024-05-27,Delhi,37,48.32,1,2,1,Bangalore,506,7,136,6,Ahmedabad,79.37,74.4,27.52,175,18.2,1.04,False,False,True,False,False
7159,Bookshelf,2024-05-27,Delhi,37,48.32,1,2,1,Bangalore,506,7,136,6,Hyderabad,82.56,89.33,21.85,182,13.1,1.8,False,False,True,False,False
5543,Bread,2024-08-28,Chennai,270,41.21,1,0,0,Bangalore,487,16,52,10,Kolkata,55.48,80.55,19.44,234,19.92,1.71,False,False,False,True,False
2121,Bookshelf,2024-07-11,Kolkata,489,45.42,1,2,1,Hyderabad,332,12,41,5,Ahmedabad,45.42,52.71,30.39,451,1.55,2.34,False,False,True,False,False
2121,Bookshelf,2024-07-11,Kolkata,489,52.78,1,2,1,Hyderabad,332,12,41,5,Mumbai,52.78,51.58,38.06,180,14.92,2.46,False,False,True,False,False
8220,Washing Machine,2024-03-22,Chennai,292,23.5,0,1,2,Chennai,46,15,46,7,Bangalore,23.5,37.78,5.61,94,0.87,1.6,False,False,False,False,True
8220,Washing Machine,2024-03-22,Chennai,292,43.17,0,1,2,Chennai,46,15,46,7,Hyderabad,43.17,66.31,18.36,89,12.86,1.14,False,False,False,False,True
3504,Smartphone,2024-08-22,Delhi,391,64.96,0,1,1,Ahmedabad,556,1,109,14,Bangalore,64.96,22.62,27.45,133,11.24,1.95,True,False,False,False,False
3504,Smartphone,2024-08-22,Delhi,391,64.96,0,1,1,Hyderabad,720,4,52,2,Bangalore,64.96,22.62,27.45,133,11.24,1.95,True,False,False,False,False
7240,Mixer,2024-01-05,Chennai,162,15.89,0,1,1,Kolkata,202,15,27,8,Delhi,15.89,89.92,15.89,260,1.47,1.82,False,False,False,False,True
7240,Mixer,2024-01-05,Chennai,162,29.28,0,1,1,Kolkata,202,15,27,8,Delhi,74.35,72.44,26.97,305,18.99,0.52,False,False,False,False,True
5740,Smartphone,2024-10-07,Pune,385,32.81,0,2,0,Kolkata,455,17,110,11,Bangalore,32.81,78.71,25.08,277,11.67,1.57,True,False,False,False,False
5740,Smartphone,2024-10-07,Pune,385,68.64,0,2,0,Kolkata,455,17,110,11,Chennai,68.64,90.63,36.84,304,2.84,2.16,True,False,False,False,False
5740,Smartphone,2024-10-07,Pune,385,32.81,0,2,0,Ahmedabad,250,12,160,4,Bangalore,32.81,78.71,25.08,277,11.67,1.57,True,False,False,False,False
5740,Smartphone,2024-10-07,Pune,385,68.64,0,2,0,Ahmedabad,250,12,160,4,Chennai,68.64,90.63,36.84,304,2.84,2.16,True,False,False,False,False
6772,Table,2024-12-07,Ahmedabad,334,49.3,1,2,0,Hyderabad,361,16,104,6,Pune,90.12,92.07,25.26,384,10.2,0.88,False,False,True,False,False
6772,Table,2024-12-07,Ahmedabad,334,49.3,1,2,0,Hyderabad,361,16,104,6,Chennai,66.84,62.93,35.82,239,5.05,0.7,False,False,True,False,False
6772,Table,2024-12-07,Ahmedabad,334,49.3,1,2,0,Hyderabad,361,16,104,6,Pune,56.94,13.95,6.65,32,10.63,1.43,False,False,True,False,False
6772,Table,2024-12-07,Ahmedabad,334,49.3,1,2,0,Hyderabad,361,16,104,6,Bangalore,99.19,80.83,17.11,129,7.1,1.94,False,False,True,False,False
8164,Chair,2024-10-18,Bangalore,155,36.08,0,0,1,Mumbai,734,7,174,1,Chennai,36.08,64.26,10.12,437,0.61,1.39,False,False,True,False,False
5684,Headphones,2024-06-03,Mumbai,258,61.28,1,2,1,Kolkata,188,9,122,7,Mumbai,98.69,37.3,23.05,15,18.43,1.85,True,False,False,False,False
5684,Headphones,2024-06-03,Mumbai,258,61.28,1,2,1,Hyderabad,583,3,17,7,Mumbai,98.69,37.3,23.05,15,18.43,1.85,True,False,False,False,False
5684,Headphones,2024-06-03,Mumbai,258,61.28,1,2,1,Hyderabad,328,18,182,10,Mumbai,98.69,37.3,23.05,15,18.43,1.85,True,False,False,False,False
1410,Hoodie,2024-02-15,Ahmedabad,315,66.55,1,1,1,Chennai,576,16,104,8,Bangalore,66.55,16.83,13.44,358,8.16,1.89,False,True,False,False,False
2097,Jacket,2024-12-25,Mumbai,89,9.53,0,2,2,Bangalore,335,0,43,3,Delhi,9.53,23.37,9.53,426,19.78,0.89,False,True,False,False,False
4581,Jeans,2024-02-24,Bangalore,474,45.95,0,0,2,Ahmedabad,15,16,15,4,Chennai,45.95,74.41,35.12,64,0.65,1.45,False,True,False,False,False
4581,Jeans,2024-02-24,Bangalore,474,45.95,0,0,2,Bangalore,921,11,199,2,Chennai,45.95,74.41,35.12,64,0.65,1.45,False,True,False,False,False
7133,Snacks,2024-03-10,Pune,371,56.97,1,2,1,Mumbai,143,3,143,9,Pune,56.97,72.4,34.4,143,12.46,1.33,False,False,False,True,False
7133,Snacks,2024-03-10,Pune,371,56.97,1,2,1,Chennai,139,14,59,6,Pune,56.97,72.4,34.4,143,12.46,1.33,False,False,False,True,False
7133,Snacks,2024-03-10,Pune,371,56.97,1,2,1,Bangalore,753,10,72,5,Pune,56.97,72.4,34.4,143,12.46,1.33,False,False,False,True,False
3581,Sneakers,2024-05-07,Kolkata,241,51.24,0,1,2,Hyderabad,487,10,194,3,Ahmedabad,87.27,15.42,48.01,225,13.0,0.82,False,True,False,False,False
6817,Mixer,2024-01-29,Ahmedabad,288,39.79,1,1,0,Kolkata,190,14,147,13,Mumbai,39.79,24.01,21.02,140,3.89,1.18,False,False,False,False,True
6817,Mixer,2024-01-29,Ahmedabad,288,39.79,1,1,0,Pune,148,0,148,5,Mumbai,39.79,24.01,21.02,140,3.89,1.18,False,False,False,False,True
9668,Sofa,2024-07-01,Ahmedabad,205,25.89,0,2,2,Ahmedabad,217,18,198,13,Bangalore,25.89,24.95,19.03,299,1.56,1.36,False,False,True,False,False
7986,Desk,2024-07-26,Mumbai,457,86.09,0,0,1,Pune,88,5,88,5,Hyderabad,96.13,17.42,44.72,350,14.4,2.38,False,False,True,False,False
7986,Desk,2024-07-26,Mumbai,457,32.97,0,0,1,Pune,88,5,88,5,Chennai,32.97,23.45,13.73,99,11.98,1.36,False,False,True,False,False
1383,Bread,2024-04-15,Bangalore,290,16.88,0,2,1,Kolkata,619,17,36,6,Kolkata,80.71,7.21,49.06,5,12.57,2.4,False,False,False,True,False
1383,Bread,2024-04-15,Bangalore,290,16.88,0,2,1,Hyderabad,318,9,105,11,Kolkata,80.71,7.21,49.06,5,12.57,2.4,False,False,False,True,False
1383,Bread,2024-04-15,Bangalore,290,16.88,0,2,1,Bangalore,200,15,153,6,Kolkata,80.71,7.21,49.06,5,12.57,2.4,False,False,False,True,False
7000,Desk,2024-12-12,Pune,223,58.13,1,0,0,Pune,371,17,92,9,Bangalore,58.13,63.31,3.7,481,15.43,0.51,False,False,True,False,False
3051,Coffee,2024-09-03,Bangalore,120,75.73,0,1,0,Hyderabad,59,15,59,6,Kolkata,77.82,63.24,39.06,198,4.59,0.53,False,False,False,True,False
3051,Coffee,2024-09-03,Bangalore,120,13.69,0,1,0,Hyderabad,59,15,59,6,Chennai,13.69,17.99,13.69,250,12.84,1.97,False,False,False,True,False
3051,Coffee,2024-09-03,Bangalore,120,75.73,0,1,0,Delhi,497,18,138,1,Kolkata,77.82,63.24,39.06,198,4.59,0.53,False,False,False,True,False
3051,Coffee,2024-09-03,Bangalore,120,13.69,0,1,0,Delhi,497,18,138,1,Chennai,13.69,17.99,13.69,250,12.84,1.97,False,False,False,True,False
3051,Coffee,2024-09-03,Bangalore,120,75.73,0,1,0,Pune,33,12,33,10,Kolkata,77.82,63.24,39.06,198,4.59,0.53,False,False,False,True,False
3051,Coffee,2024-09-03,Bangalore,120,13.69,0,1,0,Pune,33,12,33,10,Chennai,13.69,17.99,13.69,250,12.84,1.97,False,False,False,True,False
4616,Bread,2024-02-12,Delhi,309,24.36,1,0,0,Hyderabad,889,15,25,1,Chennai,59.98,31.9,20.82,62,1.28,1.35,False,False,False,True,False
4616,Bread,2024-02-12,Delhi,309,24.36,1,0,0,Hyderabad,889,15,25,1,Hyderabad,43.0,25.41,0.59,53,1.0,0.59,False,False,False,True,False
4616,Bread,2024-02-12,Delhi,309,24.36,1,0,0,Chennai,989,3,36,3,Chennai,59.98,31.9,20.82,62,1.28,1.35,False,False,False,True,False
4616,Bread,2024-02-12,Delhi,309,24.36,1,0,0,Chennai,989,3,36,3,Hyderabad,43.0,25.41,0.59,53,1.0,0.59,False,False,False,True,False
8228,Sneakers,2024-10-20,Mumbai,195,37.04,0,1,1,Chennai,410,3,194,11,Bangalore,53.69,58.17,18.48,468,1.97,0.85,False,True,False,False,False
4657,Washing Machine,2024-01-25,Ahmedabad,416,17.38,1,1,0,Hyderabad,371,4,143,7,Hyderabad,17.38,13.13,6.4,387,18.89,0.58,False,False,False,False,True
4657,Washing Machine,2024-01-25,Ahmedabad,416,22.92,1,1,0,Hyderabad,371,4,143,7,Mumbai,74.32,55.62,45.08,491,12.55,1.33,False,False,False,False,True
4657,Washing Machine,2024-01-25,Ahmedabad,416,7.72,1,1,0,Hyderabad,371,4,143,7,Bangalore,7.72,20.94,7.72,493,15.5,1.58,False,False,False,False,True
4657,Washing Machine,2024-01-25,Ahmedabad,416,22.92,1,1,0,Hyderabad,371,4,143,7,Ahmedabad,83.48,32.18,21.04,418,19.74,1.42,False,False,False,False,True
7187,Washing Machine,2024-10-10,Mumbai,146,63.84,1,2,2,Bangalore,589,1,194,13,Chennai,94.44,86.75,47.21,435,17.43,2.35,False,False,False,False,True
7433,Desk,2024-05-27,Pune,320,77.9,0,2,1,Chennai,432,18,191,9,Bangalore,95.65,40.73,8.39,456,2.54,1.35,False,False,True,False,False
7433,Desk,2024-05-27,Pune,320,77.9,0,2,1,Hyderabad,797,6,157,10,Bangalore,95.65,40.73,8.39,456,2.54,1.35,False,False,True,False,False
7433,Desk,2024-05-27,Pune,320,77.9,0,2,1,Chennai,132,5,132,3,Bangalore,95.65,40.73,8.39,456,2.54,1.35,False,False,True,False,False
6774,Headphones,2024-02-12,Hyderabad,46,7.62,1,0,1,Kolkata,99,0,71,10,Bangalore,7.62,60.06,2.86,180,2.85,1.5,True,False,False,False,False
8394,T-Shirt,2024-07-16,Kolkata,156,24.48,0,2,1,Chennai,601,16,82,4,Mumbai,31.9,55.69,18.79,436,7.49,1.4,False,True,False,False,False
8394,T-Shirt,2024-07-16,Kolkata,156,24.48,0,2,1,Chennai,601,16,82,4,Chennai,60.06,39.3,19.57,14,5.01,0.53,False,True,False,False,False
8394,T-Shirt,2024-07-16,Kolkata,156,24.48,0,2,1,Chennai,389,12,135,14,Mumbai,31.9,55.69,18.79,436,7.49,1.4,False,True,False,False,False
8394,T-Shirt,2024-07-16,Kolkata,156,24.48,0,2,1,Chennai,389,12,135,14,Chennai,60.06,39.3,19.57,14,5.01,0.53,False,True,False,False,False
8394,T-Shirt,2024-07-16,Kolkata,156,24.48,0,2,1,Bangalore,74,18,74,3,Mumbai,31.9,55.69,18.79,436,7.49,1.4,False,True,False,False,False
8394,T-Shirt,2024-07-16,Kolkata,156,24.48,0,2,1,Bangalore,74,18,74,3,Chennai,60.06,39.3,19.57,14,5.01,0.53,False,True,False,False,False
1867,Microwave,2024-06-09,Ahmedabad,38,19.76,0,1,0,Kolkata,1,9,1,3,Chennai,66.15,13.38,4.9,453,0.67,1.49,False,False,False,False,True
1867,Microwave,2024-06-09,Ahmedabad,38,19.76,0,1,0,Mumbai,923,19,108,11,Chennai,66.15,13.38,4.9,453,0.67,1.49,False,False,False,False,True
3751,Keyboard,2024-12-26,Chennai,218,16.31,0,0,2,Kolkata,606,7,111,2,Bangalore,16.31,62.93,16.31,116,18.86,0.58,True,False,False,False,False
3751,Keyboard,2024-12-26,Chennai,218,16.31,0,0,2,Ahmedabad,111,9,16,3,Bangalore,16.31,62.93,16.31,116,18.86,0.58,True,False,False,False,False
3751,Keyboard,2024-12-26,Chennai,218,16.31,0,0,2,Bangalore,189,14,92,8,Bangalore,16.31,62.93,16.31,116,18.86,0.58,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,41.84,1,1,0,Pune,642,6,71,9,Delhi,75.42,68.93,8.47,222,18.05,2.18,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,41.84,1,1,0,Pune,642,6,71,9,Pune,96.82,18.44,0.08,409,7.97,2.49,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,10.34,1,1,0,Pune,642,6,71,9,Bangalore,10.34,42.97,4.56,217,18.08,1.94,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,41.84,1,1,0,Pune,642,6,71,9,Bangalore,85.23,48.62,26.23,13,11.49,2.31,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,41.84,1,1,0,Ahmedabad,182,5,182,2,Delhi,75.42,68.93,8.47,222,18.05,2.18,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,41.84,1,1,0,Ahmedabad,182,5,182,2,Pune,96.82,18.44,0.08,409,7.97,2.49,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,10.34,1,1,0,Ahmedabad,182,5,182,2,Bangalore,10.34,42.97,4.56,217,18.08,1.94,True,False,False,False,False
9870,Headphones,2024-03-20,Bangalore,248,41.84,1,1,0,Ahmedabad,182,5,182,2,Bangalore,85.23,48.62,26.23,13,11.49,2.31,True,False,False,False,False
5477,Refrigerator,2024-02-20,Ahmedabad,101,70.0,0,1,1,Bangalore,288,6,151,9,Delhi,84.2,21.65,31.23,451,19.84,2.0,False,False,False,False,True
5477,Refrigerator,2024-02-20,Ahmedabad,101,70.0,0,1,1,Bangalore,340,9,46,9,Delhi,84.2,21.65,31.23,451,19.84,2.0,False,False,False,False,True
7382,Milk,2024-05-03,Bangalore,2,5.03,0,0,1,Ahmedabad,700,2,146,2,Kolkata,5.03,86.04,5.03,201,15.43,0.89,False,False,False,True,False
7382,Milk,2024-05-03,Bangalore,2,5.03,0,0,1,Delhi,663,6,24,9,Kolkata,5.03,86.04,5.03,201,15.43,0.89,False,False,False,True,False
4348,Chair,2024-05-10,Mumbai,253,67.54,1,2,0,Bangalore,85,13,85,10,Bangalore,69.06,29.4,37.19,218,9.25,1.6,False,False,True,False,False
2338,Laptop,2024-12-17,Pune,117,39.7,0,0,1,Mumbai,789,0,132,3,Ahmedabad,39.7,64.96,10.32,346,12.99,1.32,True,False,False,False,False
5012,Mixer,2024-08-21,Pune,78,54.54,1,0,1,Kolkata,422,18,115,4,Ahmedabad,54.54,72.53,20.31,31,11.51,1.35,False,False,False,False,True
2703,Monitor,2024-05-05,Delhi,217,70.9,0,1,1,Pune,210,14,110,6,Mumbai,70.9,84.51,27.96,428,11.31,1.73,True,False,False,False,False
2703,Monitor,2024-05-05,Delhi,217,71.94,0,1,1,Pune,210,14,110,6,Mumbai,71.94,26.07,37.02,457,13.27,0.92,True,False,False,False,False
2703,Monitor,2024-05-05,Delhi,217,70.9,0,1,1,Hyderabad,713,0,25,1,Mumbai,70.9,84.51,27.96,428,11.31,1.73,True,False,False,False,False
2703,Monitor,2024-05-05,Delhi,217,71.94,0,1,1,Hyderabad,713,0,25,1,Mumbai,71.94,26.07,37.02,457,13.27,0.92,True,False,False,False,False
2703,Monitor,2024-05-05,Delhi,217,70.9,0,1,1,Pune,220,4,71,8,Mumbai,70.9,84.51,27.96,428,11.31,1.73,True,False,False,False,False
2703,Monitor,2024-05-05,Delhi,217,71.94,0,1,1,Pune,220,4,71,8,Mumbai,71.94,26.07,37.02,457,13.27,0.92,True,False,False,False,False
1648,Milk,2024-10-29,Pune,36,44.66,0,2,2,Hyderabad,1,10,1,13,Kolkata,44.66,38.8,36.11,180,8.32,1.25,False,False,False,True,False
1648,Milk,2024-10-29,Pune,36,57.84,0,2,2,Hyderabad,1,10,1,13,Ahmedabad,74.48,22.59,32.0,48,3.55,2.41,False,False,False,True,False
1648,Milk,2024-10-29,Pune,36,57.84,0,2,2,Hyderabad,1,10,1,13,Delhi,58.94,82.02,19.62,130,19.5,1.85,False,False,False,True,False
1648,Milk,2024-10-29,Pune,36,44.66,0,2,2,Ahmedabad,17,5,17,2,Kolkata,44.66,38.8,36.11,180,8.32,1.25,False,False,False,True,False
1648,Milk,2024-10-29,Pune,36,57.84,0,2,2,Ahmedabad,17,5,17,2,Ahmedabad,74.48,22.59,32.0,48,3.55,2.41,False,False,False,True,False
1648,Milk,2024-10-29,Pune,36,57.84,0,2,2,Ahmedabad,17,5,17,2,Delhi,58.94,82.02,19.62,130,19.5,1.85,False,False,False,True,False
8294,Chair,2024-09-01,Delhi,57,40.2,1,0,2,Hyderabad,948,12,186,10,Chennai,83.47,28.88,19.56,101,9.34,2.34,False,False,True,False,False
8294,Chair,2024-09-01,Delhi,57,7.37,1,0,2,Hyderabad,948,12,186,10,Hyderabad,7.37,11.6,7.37,472,12.2,0.53,False,False,True,False,False
8294,Chair,2024-09-01,Delhi,57,40.2,1,0,2,Pune,426,1,53,10,Chennai,83.47,28.88,19.56,101,9.34,2.34,False,False,True,False,False
8294,Chair,2024-09-01,Delhi,57,7.37,1,0,2,Pune,426,1,53,10,Hyderabad,7.37,11.6,7.37,472,12.2,0.53,False,False,True,False,False
7885,Washing Machine,2024-10-10,Bangalore,352,50.92,0,2,0,Mumbai,795,16,177,1,Mumbai,63.95,42.37,17.64,143,11.53,1.87,False,False,False,False,True
7885,Washing Machine,2024-10-10,Bangalore,352,23.3,0,2,0,Mumbai,795,16,177,1,Mumbai,23.3,81.73,2.05,328,15.7,1.1,False,False,False,False,True
7885,Washing Machine,2024-10-10,Bangalore,352,50.92,0,2,0,Bangalore,976,19,139,1,Mumbai,63.95,42.37,17.64,143,11.53,1.87,False,False,False,False,True
7885,Washing Machine,2024-10-10,Bangalore,352,23.3,0,2,0,Bangalore,976,19,139,1,Mumbai,23.3,81.73,2.05,328,15.7,1.1,False,False,False,False,True
2060,Washing Machine,2024-03-03,Pune,32,62.82,1,0,0,Mumbai,736,14,32,11,Pune,81.64,85.72,8.91,274,13.57,1.67,False,False,False,False,True
2060,Washing Machine,2024-03-03,Pune,32,49.41,1,0,0,Mumbai,736,14,32,11,Ahmedabad,49.41,58.23,11.32,461,2.73,0.94,False,False,False,False,True
2060,Washing Machine,2024-03-03,Pune,32,62.82,1,0,0,Bangalore,501,4,178,4,Pune,81.64,85.72,8.91,274,13.57,1.67,False,False,False,False,True
2060,Washing Machine,2024-03-03,Pune,32,49.41,1,0,0,Bangalore,501,4,178,4,Ahmedabad,49.41,58.23,11.32,461,2.73,0.94,False,False,False,False,True
3439,Sneakers,2024-10-13,Ahmedabad,488,48.66,1,0,0,Mumbai,416,3,76,13,Mumbai,68.16,63.49,4.79,31,8.12,0.77,False,True,False,False,False
3439,Sneakers,2024-10-13,Ahmedabad,488,48.66,1,0,0,Mumbai,416,3,76,13,Chennai,64.13,66.77,33.58,100,16.45,1.38,False,True,False,False,False
3439,Sneakers,2024-10-13,Ahmedabad,488,48.46,1,0,0,Mumbai,416,3,76,13,Mumbai,48.46,25.13,4.77,161,10.73,0.83,False,True,False,False,False
3439,Sneakers,2024-10-13,Ahmedabad,488,38.71,1,0,0,Mumbai,416,3,76,13,Bangalore,38.71,10.4,23.91,236,7.6,1.31,False,True,False,False,False
9745,Desk,2024-05-29,Kolkata,6,22.9,0,1,1,Ahmedabad,386,1,72,3,Bangalore,22.9,8.89,22.9,162,10.2,1.81,False,False,True,False,False
9745,Desk,2024-05-29,Kolkata,6,22.9,0,1,1,Bangalore,634,0,44,5,Bangalore,22.9,8.89,22.9,162,10.2,1.81,False,False,True,False,False
8157,Smartphone,2024-08-27,Mumbai,355,11.64,1,0,0,Kolkata,18,16,18,7,Bangalore,11.64,12.28,11.64,443,10.12,2.37,True,False,False,False,False
8157,Smartphone,2024-08-27,Mumbai,355,11.64,1,0,0,Hyderabad,982,1,85,3,Bangalore,11.64,12.28,11.64,443,10.12,2.37,True,False,False,False,False
8157,Smartphone,2024-08-27,Mumbai,355,11.64,1,0,0,Delhi,558,18,61,13,Bangalore,11.64,12.28,11.64,443,10.12,2.37,True,False,False,False,False
6630,Refrigerator,2024-08-26,Hyderabad,247,40.11,1,2,0,Delhi,663,9,176,10,Mumbai,70.5,5.62,37.41,278,1.64,2.18,False,False,False,False,True
6630,Refrigerator,2024-08-26,Hyderabad,247,40.11,1,2,0,Chennai,427,0,12,10,Mumbai,70.5,5.62,37.41,278,1.64,2.18,False,False,False,False,True
8218,Chair,2024-01-09,Kolkata,456,35.17,0,1,0,Chennai,997,14,151,2,Pune,90.25,36.47,18.32,9,4.64,0.92,False,False,True,False,False
8218,Chair,2024-01-09,Kolkata,456,35.17,0,1,0,Mumbai,902,19,137,7,Pune,90.25,36.47,18.32,9,4.64,0.92,False,False,True,False,False
8218,Chair,2024-01-09,Kolkata,456,35.17,0,1,0,Pune,707,16,69,1,Pune,90.25,36.47,18.32,9,4.64,0.92,False,False,True,False,False
9663,Bookshelf,2024-12-10,Kolkata,305,71.8,1,2,2,Mumbai,316,12,35,5,Delhi,71.8,64.65,26.72,220,8.01,1.05,False,False,True,False,False
9663,Bookshelf,2024-12-10,Kolkata,305,76.29,1,2,2,Mumbai,316,12,35,5,Pune,76.29,98.65,12.68,380,9.4,1.54,False,False,True,False,False
5339,Milk,2024-11-30,Pune,161,65.72,1,0,2,Kolkata,603,18,191,3,Ahmedabad,82.14,86.7,47.34,198,2.03,0.7,False,False,False,True,False
5339,Milk,2024-11-30,Pune,161,65.72,1,0,2,Chennai,998,2,102,13,Ahmedabad,82.14,86.7,47.34,198,2.03,0.7,False,False,False,True,False
2784,Mixer,2024-10-11,Bangalore,50,17.28,0,0,1,Ahmedabad,395,0,11,8,Hyderabad,43.09,75.2,3.96,446,2.47,2.35,False,False,False,False,True
2784,Mixer,2024-10-11,Bangalore,50,17.28,0,0,1,Ahmedabad,395,0,11,8,Delhi,38.24,90.13,34.85,400,5.18,1.92,False,False,False,False,True
1400,Bread,2024-12-12,Ahmedabad,220,24.2,0,1,2,Bangalore,803,1,35,5,Pune,24.2,17.98,24.2,76,11.42,0.57,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,10.08,0,1,2,Bangalore,803,1,35,5,Bangalore,10.08,71.65,10.08,151,6.8,0.74,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,24.2,0,1,2,Pune,398,3,77,7,Pune,24.2,17.98,24.2,76,11.42,0.57,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,10.08,0,1,2,Pune,398,3,77,7,Bangalore,10.08,71.65,10.08,151,6.8,0.74,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,24.2,0,1,2,Hyderabad,423,15,54,2,Pune,24.2,17.98,24.2,76,11.42,0.57,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,10.08,0,1,2,Hyderabad,423,15,54,2,Bangalore,10.08,71.65,10.08,151,6.8,0.74,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,24.2,0,1,2,Chennai,834,11,48,5,Pune,24.2,17.98,24.2,76,11.42,0.57,False,False,False,True,False
1400,Bread,2024-12-12,Ahmedabad,220,10.08,0,1,2,Chennai,834,11,48,5,Bangalore,10.08,71.65,10.08,151,6.8,0.74,False,False,False,True,False
3056,T-Shirt,2024-07-30,Ahmedabad,391,8.61,0,0,1,Bangalore,71,17,71,1,Chennai,40.13,85.84,0.4,195,18.2,2.28,False,True,False,False,False
3056,T-Shirt,2024-07-30,Ahmedabad,391,7.16,0,0,1,Bangalore,71,17,71,1,Bangalore,7.16,47.96,7.16,457,13.4,1.96,False,True,False,False,False
3056,T-Shirt,2024-07-30,Ahmedabad,391,8.61,0,0,1,Bangalore,71,17,71,1,Hyderabad,80.42,43.05,48.48,92,6.11,0.58,False,True,False,False,False
3056,T-Shirt,2024-07-30,Ahmedabad,391,8.61,0,0,1,Chennai,461,5,176,5,Chennai,40.13,85.84,0.4,195,18.2,2.28,False,True,False,False,False
3056,T-Shirt,2024-07-30,Ahmedabad,391,7.16,0,0,1,Chennai,461,5,176,5,Bangalore,7.16,47.96,7.16,457,13.4,1.96,False,True,False,False,False
