,Product Name,Date,Online Store Location,Sales Quantity,Selling Price,Promotions,Demand Trend,Customer Segments,Warehouse Location,Stock Levels,Stockout Frequency,Reorder Point,Order Fulfillment Time (days),Retail Store Location,Market Price,Competitor Prices,Discounts,Return Rate (%),Category,Total Sales,Inventory Recommendation,Month
2495,Mixer,2024-08-31,Ahmedabad,376,57.02,No,Decreasing,Regular,Pune,1,12,1,12,Bangalore,57.02,90.99,36.83,18.49,Home Appliances,21439.52,Increase Stock,August
2496,Mixer,2024-08-31,Ahmedabad,376,17.2,No,Decreasing,Regular,Pune,1,12,1,12,Mumbai,17.2,68.61,17.2,7.38,Home Appliances,6467.2,Increase Stock,August
2497,Table,2024-07-08,Mumbai,499,60.73,Yes,Decreasing,Budget,Kolkata,278,6,27,9,Pune,60.73,70.64,12.53,11.63,Furniture,30304.269999999997,Maintain Stock,July
2498,Table,2024-07-08,Mumbai,499,79.68,Yes,Decreasing,Budget,Kolkata,278,6,27,9,Kolkata,79.68,97.23,47.77,8.0,Furniture,39760.32000000001,Maintain Stock,July
2499,Table,2024-07-08,Mumbai,499,96.67,Yes,Decreasing,Budget,Kolkata,278,6,27,9,Mumbai,98.2,58.12,37.42,2.82,Furniture,48238.33,Maintain Stock,July
2500,Table,2024-07-08,Mumbai,499,60.73,Yes,Decreasing,Budget,Kolkata,976,2,126,7,Pune,60.73,70.64,12.53,11.63,Furniture,30304.269999999997,Maintain Stock,July
2501,Table,2024-07-08,Mumbai,499,79.68,Yes,Decreasing,Budget,Kolkata,976,2,126,7,Kolkata,79.68,97.23,47.77,8.0,Furniture,39760.32000000001,Maintain Stock,July
2502,Table,2024-07-08,Mumbai,499,96.67,Yes,Decreasing,Budget,Kolkata,976,2,126,7,Mumbai,98.2,58.12,37.42,2.82,Furniture,48238.33,Maintain Stock,July
2503,T-Shirt,2024-05-08,Chennai,145,33.94,No,Increasing,Regular,Chennai,604,4,97,4,Bangalore,58.53,60.6,4.26,0.65,Fashion,4921.299999999999,Maintain Stock,May
2504,Sofa,2024-03-06,Kolkata,496,41.23,Yes,Decreasing,Regular,Pune,168,6,26,3,Chennai,43.19,15.23,22.36,1.03,Furniture,20450.079999999998,Maintain Stock,March
2505,Sofa,2024-03-06,Kolkata,496,41.23,Yes,Decreasing,Regular,Pune,168,6,26,3,Chennai,48.89,11.39,18.15,19.41,Furniture,20450.079999999998,Maintain Stock,March
2506,Sofa,2024-03-06,Kolkata,496,35.65,Yes,Decreasing,Regular,Pune,168,6,26,3,Ahmedabad,35.65,39.5,35.65,19.1,Furniture,17682.399999999998,Maintain Stock,March
2507,Sofa,2024-03-06,Kolkata,496,41.23,Yes,Decreasing,Regular,Hyderabad,290,1,101,1,Chennai,43.19,15.23,22.36,1.03,Furniture,20450.079999999998,Maintain Stock,March
2508,Sofa,2024-03-06,Kolkata,496,41.23,Yes,Decreasing,Regular,Hyderabad,290,1,101,1,Chennai,48.89,11.39,18.15,19.41,Furniture,20450.079999999998,Maintain Stock,March
2509,Sofa,2024-03-06,Kolkata,496,35.65,Yes,Decreasing,Regular,Hyderabad,290,1,101,1,Ahmedabad,35.65,39.5,35.65,19.1,Furniture,17682.399999999998,Maintain Stock,March
2510,Desk,2024-01-24,Bangalore,477,12.96,No,Decreasing,Premium,Hyderabad,193,18,76,4,Chennai,99.55,35.66,38.05,3.03,Furniture,6181.92,Maintain Stock,January
2511,Desk,2024-01-24,Bangalore,477,12.96,No,Decreasing,Premium,Hyderabad,193,18,76,4,Hyderabad,21.56,55.93,21.56,18.05,Furniture,6181.92,Maintain Stock,January
2512,Desk,2024-01-24,Bangalore,477,12.96,No,Decreasing,Premium,Hyderabad,193,18,76,4,Kolkata,72.72,32.33,29.05,0.67,Furniture,6181.92,Maintain Stock,January
2513,Rice,2024-10-09,Ahmedabad,245,51.39,No,Stable,Budget,Mumbai,595,6,91,12,Delhi,51.39,80.13,9.29,6.25,Groceries,12590.55,Maintain Stock,October
2514,Rice,2024-10-09,Ahmedabad,245,50.75,No,Stable,Budget,Mumbai,595,6,91,12,Kolkata,50.75,5.28,38.87,13.17,Groceries,12433.75,Maintain Stock,October
2515,Rice,2024-10-09,Ahmedabad,245,22.58,No,Stable,Budget,Mumbai,595,6,91,12,Bangalore,22.58,78.59,3.17,11.67,Groceries,5532.099999999999,Maintain Stock,October
2516,Washing Machine,2024-04-26,Bangalore,448,20.23,Yes,Increasing,Premium,Ahmedabad,706,19,178,2,Bangalore,20.23,5.57,6.96,13.68,Home Appliances,9063.04,Maintain Stock,April
2517,Washing Machine,2024-04-26,Bangalore,448,89.47,Yes,Increasing,Premium,Ahmedabad,706,19,178,2,Chennai,93.02,26.49,4.67,15.48,Home Appliances,40082.56,Maintain Stock,April
2518,Washing Machine,2024-04-26,Bangalore,448,89.47,Yes,Increasing,Premium,Ahmedabad,706,19,178,2,Ahmedabad,96.96,68.19,42.31,6.95,Home Appliances,40082.56,Maintain Stock,April
2519,Washing Machine,2024-04-26,Bangalore,448,89.47,Yes,Increasing,Premium,Ahmedabad,706,19,178,2,Pune,97.65,37.04,22.58,0.55,Home Appliances,40082.56,Maintain Stock,April
2520,Bookshelf,2024-03-05,Ahmedabad,268,33.15,No,Decreasing,Premium,Hyderabad,209,16,185,7,Chennai,76.65,26.57,12.43,12.27,Furniture,8884.199999999999,Maintain Stock,March
2521,Bookshelf,2024-03-05,Ahmedabad,268,33.15,No,Decreasing,Premium,Chennai,375,5,17,3,Chennai,76.65,26.57,12.43,12.27,Furniture,8884.199999999999,Maintain Stock,March
2522,Bookshelf,2024-03-05,Ahmedabad,268,33.15,No,Decreasing,Premium,Chennai,551,13,166,10,Chennai,76.65,26.57,12.43,12.27,Furniture,8884.199999999999,Maintain Stock,March
2523,Bookshelf,2024-03-05,Ahmedabad,268,33.15,No,Decreasing,Premium,Bangalore,397,2,172,14,Chennai,76.65,26.57,12.43,12.27,Furniture,8884.199999999999,Maintain Stock,March
2524,Microwave,2024-12-02,Hyderabad,59,24.7,No,Increasing,Premium,Delhi,284,1,125,5,Kolkata,24.7,55.08,24.7,15.62,Home Appliances,1457.3,Reduce Stock,December
2525,Microwave,2024-12-02,Hyderabad,59,24.7,No,Increasing,Premium,Bangalore,632,5,140,5,Kolkata,24.7,55.08,24.7,15.62,Home Appliances,1457.3,Reduce Stock,December
2526,Mixer,2024-07-14,Bangalore,201,87.1,Yes,Stable,Premium,Bangalore,395,1,188,7,Chennai,87.1,6.75,47.54,1.33,Home Appliances,17507.1,Maintain Stock,July
2527,Milk,2024-11-09,Delhi,487,82.14,No,Decreasing,Premium,Kolkata,603,18,191,3,Ahmedabad,82.14,86.7,47.34,2.03,Groceries,40002.18,Maintain Stock,November
2528,Milk,2024-11-09,Delhi,487,82.14,No,Decreasing,Premium,Chennai,998,2,102,13,Ahmedabad,82.14,86.7,47.34,2.03,Groceries,40002.18,Maintain Stock,November
2529,Chair,2024-02-19,Delhi,162,6.08,Yes,Increasing,Budget,Hyderabad,528,15,182,7,Bangalore,58.34,74.63,22.63,12.04,Furniture,984.96,Maintain Stock,February
2530,Chair,2024-02-19,Delhi,162,6.08,Yes,Increasing,Budget,Chennai,669,19,147,10,Bangalore,58.34,74.63,22.63,12.04,Furniture,984.96,Maintain Stock,February
2531,Chair,2024-02-19,Delhi,162,6.08,Yes,Increasing,Budget,Kolkata,256,1,155,7,Bangalore,58.34,74.63,22.63,12.04,Furniture,984.96,Maintain Stock,February
2532,Fan,2024-11-12,Hyderabad,404,31.76,No,Increasing,Premium,Ahmedabad,178,15,127,3,Pune,31.76,60.01,31.76,13.72,Home Appliances,12831.04,Maintain Stock,November
2533,Fan,2024-11-12,Hyderabad,404,29.67,No,Increasing,Premium,Ahmedabad,178,15,127,3,Ahmedabad,29.67,98.32,29.67,16.94,Home Appliances,11986.68,Maintain Stock,November
2534,Fan,2024-11-12,Hyderabad,404,76.41,No,Increasing,Premium,Ahmedabad,178,15,127,3,Pune,76.41,5.87,21.01,18.43,Home Appliances,30869.64,Maintain Stock,November
2535,Fan,2024-11-12,Hyderabad,404,31.76,No,Increasing,Premium,Bangalore,730,18,128,13,Pune,31.76,60.01,31.76,13.72,Home Appliances,12831.04,Maintain Stock,November
2536,Fan,2024-11-12,Hyderabad,404,29.67,No,Increasing,Premium,Bangalore,730,18,128,13,Ahmedabad,29.67,98.32,29.67,16.94,Home Appliances,11986.68,Maintain Stock,November
2537,Fan,2024-11-12,Hyderabad,404,76.41,No,Increasing,Premium,Bangalore,730,18,128,13,Pune,76.41,5.87,21.01,18.43,Home Appliances,30869.64,Maintain Stock,November
2538,Headphones,2024-06-12,Bangalore,182,36.97,Yes,Stable,Premium,Pune,858,2,185,8,Hyderabad,36.97,78.73,27.47,3.89,Electronics,6728.54,Maintain Stock,June
2539,Headphones,2024-06-12,Bangalore,182,39.93,Yes,Stable,Premium,Pune,858,2,185,8,Ahmedabad,39.93,69.64,6.28,17.85,Electronics,7267.26,Maintain Stock,June
2540,Headphones,2024-06-12,Bangalore,182,36.97,Yes,Stable,Premium,Kolkata,284,19,120,11,Hyderabad,36.97,78.73,27.47,3.89,Electronics,6728.54,Maintain Stock,June
2541,Headphones,2024-06-12,Bangalore,182,39.93,Yes,Stable,Premium,Kolkata,284,19,120,11,Ahmedabad,39.93,69.64,6.28,17.85,Electronics,7267.26,Maintain Stock,June
2542,Jeans,2024-11-18,Ahmedabad,102,37.75,Yes,Increasing,Premium,Ahmedabad,931,5,197,5,Ahmedabad,37.75,66.67,31.88,2.44,Fashion,3850.5,Reduce Stock,November
2543,Jeans,2024-11-18,Ahmedabad,102,44.4,Yes,Increasing,Premium,Ahmedabad,931,5,197,5,Pune,48.53,68.9,37.12,9.31,Fashion,4528.8,Reduce Stock,November
2544,Headphones,2024-07-04,Bangalore,313,71.83,Yes,Increasing,Premium,Kolkata,917,9,92,6,Chennai,71.83,93.47,29.83,12.1,Electronics,22482.79,Maintain Stock,July
2545,Headphones,2024-07-04,Bangalore,313,50.87,Yes,Increasing,Premium,Kolkata,917,9,92,6,Chennai,50.87,89.62,43.11,4.89,Electronics,15922.31,Maintain Stock,July
2546,Chair,2024-10-17,Kolkata,322,96.0,No,Decreasing,Regular,Bangalore,855,2,162,10,Mumbai,97.4,61.82,3.51,10.39,Furniture,30912.0,Maintain Stock,October
2547,Coffee,2024-04-25,Bangalore,8,15.2,Yes,Increasing,Regular,Kolkata,742,19,57,4,Bangalore,75.93,87.66,45.43,12.65,Groceries,121.6,Reduce Stock,April
2548,Milk,2024-04-05,Ahmedabad,265,78.6,No,Decreasing,Regular,Ahmedabad,355,1,166,10,Bangalore,78.6,64.67,38.82,2.28,Groceries,20829.0,Maintain Stock,April
2549,Milk,2024-04-05,Ahmedabad,265,76.5,No,Decreasing,Regular,Ahmedabad,355,1,166,10,Mumbai,76.5,23.31,17.89,17.94,Groceries,20272.5,Maintain Stock,April
2550,Milk,2024-04-10,Delhi,171,28.35,No,Stable,Budget,Pune,703,19,127,14,Ahmedabad,28.35,39.98,8.15,14.49,Groceries,4847.85,Maintain Stock,April
2551,Milk,2024-04-10,Delhi,171,77.66,No,Stable,Budget,Pune,703,19,127,14,Kolkata,89.12,32.0,31.32,4.31,Groceries,13279.859999999999,Maintain Stock,April
2552,Milk,2024-04-10,Delhi,171,28.35,No,Stable,Budget,Ahmedabad,25,14,25,13,Ahmedabad,28.35,39.98,8.15,14.49,Groceries,4847.85,Maintain Stock,April
2553,Milk,2024-04-10,Delhi,171,77.66,No,Stable,Budget,Ahmedabad,25,14,25,13,Kolkata,89.12,32.0,31.32,4.31,Groceries,13279.859999999999,Maintain Stock,April
2554,Milk,2024-04-10,Delhi,171,28.35,No,Stable,Budget,Bangalore,365,8,175,4,Ahmedabad,28.35,39.98,8.15,14.49,Groceries,4847.85,Maintain Stock,April
2555,Milk,2024-04-10,Delhi,171,77.66,No,Stable,Budget,Bangalore,365,8,175,4,Kolkata,89.12,32.0,31.32,4.31,Groceries,13279.859999999999,Maintain Stock,April
2556,Rice,2024-09-06,Chennai,213,54.12,Yes,Increasing,Regular,Ahmedabad,146,10,57,2,Ahmedabad,54.12,55.61,39.87,2.24,Groceries,11527.56,Maintain Stock,September
2557,Jacket,2024-07-30,Ahmedabad,183,17.16,Yes,Decreasing,Premium,Kolkata,253,15,185,2,Ahmedabad,23.49,30.55,23.49,8.66,Fashion,3140.28,Maintain Stock,July
2558,Jacket,2024-07-30,Ahmedabad,183,17.16,Yes,Decreasing,Premium,Hyderabad,235,18,173,6,Ahmedabad,23.49,30.55,23.49,8.66,Fashion,3140.28,Maintain Stock,July
2559,Desk,2024-06-11,Chennai,314,53.53,Yes,Increasing,Budget,Kolkata,716,3,156,12,Ahmedabad,53.53,15.78,6.89,4.83,Furniture,16808.420000000002,Maintain Stock,June
2560,Desk,2024-06-11,Chennai,314,18.09,Yes,Increasing,Budget,Kolkata,716,3,156,12,Hyderabad,18.09,15.61,18.09,2.51,Furniture,5680.26,Maintain Stock,June
2561,Desk,2024-06-11,Chennai,314,20.96,Yes,Increasing,Budget,Kolkata,716,3,156,12,Hyderabad,20.96,36.43,20.96,6.38,Furniture,6581.4400000000005,Maintain Stock,June
2562,Desk,2024-06-11,Chennai,314,53.53,Yes,Increasing,Budget,Pune,855,17,136,6,Ahmedabad,53.53,15.78,6.89,4.83,Furniture,16808.420000000002,Maintain Stock,June
2563,Desk,2024-06-11,Chennai,314,18.09,Yes,Increasing,Budget,Pune,855,17,136,6,Hyderabad,18.09,15.61,18.09,2.51,Furniture,5680.26,Maintain Stock,June
2564,Desk,2024-06-11,Chennai,314,20.96,Yes,Increasing,Budget,Pune,855,17,136,6,Hyderabad,20.96,36.43,20.96,6.38,Furniture,6581.4400000000005,Maintain Stock,June
2565,Keyboard,2024-04-21,Hyderabad,297,49.99,Yes,Increasing,Regular,Ahmedabad,274,19,176,2,Mumbai,49.99,48.85,10.93,4.8,Electronics,14847.03,Maintain Stock,April
2566,Milk,2024-01-17,Ahmedabad,489,16.99,No,Increasing,Regular,Bangalore,898,5,125,3,Pune,31.71,18.75,31.71,7.74,Groceries,8308.109999999999,Maintain Stock,January
2567,Milk,2024-01-17,Ahmedabad,489,13.15,No,Increasing,Regular,Bangalore,898,5,125,3,Ahmedabad,13.15,80.81,13.15,17.64,Groceries,6430.35,Maintain Stock,January
2568,Milk,2024-01-17,Ahmedabad,489,16.99,No,Increasing,Regular,Kolkata,565,16,92,3,Pune,31.71,18.75,31.71,7.74,Groceries,8308.109999999999,Maintain Stock,January
2569,Milk,2024-01-17,Ahmedabad,489,13.15,No,Increasing,Regular,Kolkata,565,16,92,3,Ahmedabad,13.15,80.81,13.15,17.64,Groceries,6430.35,Maintain Stock,January
2570,Milk,2024-01-17,Ahmedabad,489,16.99,No,Increasing,Regular,Mumbai,79,12,79,1,Pune,31.71,18.75,31.71,7.74,Groceries,8308.109999999999,Increase Stock,January
2571,Milk,2024-01-17,Ahmedabad,489,13.15,No,Increasing,Regular,Mumbai,79,12,79,1,Ahmedabad,13.15,80.81,13.15,17.64,Groceries,6430.35,Increase Stock,January
2572,Microwave,2024-02-16,Ahmedabad,15,55.69,No,Increasing,Budget,Kolkata,1,9,1,3,Chennai,66.15,13.38,4.9,0.67,Home Appliances,835.3499999999999,Maintain Stock,February
2573,Microwave,2024-02-16,Ahmedabad,15,55.69,No,Increasing,Budget,Mumbai,923,19,108,11,Chennai,66.15,13.38,4.9,0.67,Home Appliances,835.3499999999999,Reduce Stock,February
2574,Table,2024-05-05,Ahmedabad,320,62.91,No,Increasing,Budget,Hyderabad,596,18,168,14,Hyderabad,62.91,89.6,9.09,11.66,Furniture,20131.199999999997,Maintain Stock,May
2575,Table,2024-05-05,Ahmedabad,320,60.54,No,Increasing,Budget,Hyderabad,596,18,168,14,Chennai,60.54,38.9,30.14,2.01,Furniture,19372.8,Maintain Stock,May
2576,Sneakers,2024-09-17,Pune,174,12.13,Yes,Increasing,Regular,Ahmedabad,914,1,90,3,Mumbai,12.13,84.97,12.13,0.95,Fashion,2110.6200000000003,Maintain Stock,September
2577,Sneakers,2024-12-11,Mumbai,148,12.69,Yes,Increasing,Regular,Kolkata,61,1,61,11,Hyderabad,12.69,74.4,12.69,14.34,Fashion,1878.12,Maintain Stock,December
2578,Sneakers,2024-12-11,Mumbai,148,12.69,Yes,Increasing,Regular,Ahmedabad,230,12,144,11,Hyderabad,12.69,74.4,12.69,14.34,Fashion,1878.12,Maintain Stock,December
2579,Jacket,2024-08-03,Hyderabad,264,62.12,No,Decreasing,Budget,Chennai,34,16,34,4,Delhi,62.12,44.46,40.21,1.67,Fashion,16399.68,Maintain Stock,August
2580,Jacket,2024-08-03,Hyderabad,264,62.12,No,Decreasing,Budget,Ahmedabad,337,0,27,6,Delhi,62.12,44.46,40.21,1.67,Fashion,16399.68,Maintain Stock,August
2581,Sneakers,2024-11-22,Pune,219,42.62,Yes,Decreasing,Premium,Hyderabad,391,12,50,4,Ahmedabad,46.89,64.85,40.59,8.58,Fashion,9333.779999999999,Maintain Stock,November
2582,Sneakers,2024-11-22,Pune,219,10.38,Yes,Decreasing,Premium,Hyderabad,391,12,50,4,Bangalore,10.38,85.44,4.88,6.89,Fashion,2273.2200000000003,Maintain Stock,November
2583,Desk,2024-11-14,Kolkata,392,49.66,No,Decreasing,Budget,Pune,885,6,94,4,Mumbai,76.4,22.7,36.95,0.02,Furniture,19466.719999999998,Maintain Stock,November
2584,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Chennai,439,7,85,6,Ahmedabad,96.61,69.86,29.71,5.7,Fashion,2077.2599999999998,Maintain Stock,July
2585,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Chennai,439,7,85,6,Pune,51.48,90.4,30.19,13.34,Fashion,2077.2599999999998,Maintain Stock,July
2586,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Bangalore,321,13,156,11,Ahmedabad,96.61,69.86,29.71,5.7,Fashion,2077.2599999999998,Maintain Stock,July
2587,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Bangalore,321,13,156,11,Pune,51.48,90.4,30.19,13.34,Fashion,2077.2599999999998,Maintain Stock,July
2588,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Chennai,681,6,25,14,Ahmedabad,96.61,69.86,29.71,5.7,Fashion,2077.2599999999998,Maintain Stock,July
2589,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Chennai,681,6,25,14,Pune,51.48,90.4,30.19,13.34,Fashion,2077.2599999999998,Maintain Stock,July
2590,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Ahmedabad,822,14,46,11,Ahmedabad,96.61,69.86,29.71,5.7,Fashion,2077.2599999999998,Maintain Stock,July
2591,Jeans,2024-07-15,Kolkata,389,5.34,No,Increasing,Regular,Ahmedabad,822,14,46,11,Pune,51.48,90.4,30.19,13.34,Fashion,2077.2599999999998,Maintain Stock,July
2592,Bookshelf,2024-09-14,Hyderabad,149,27.28,No,Stable,Regular,Kolkata,562,3,87,14,Mumbai,77.52,76.85,32.54,13.95,Furniture,4064.7200000000003,Maintain Stock,September
2593,Microwave,2024-01-07,Kolkata,486,48.6,No,Increasing,Premium,Kolkata,87,2,87,10,Kolkata,48.6,68.88,45.16,2.72,Home Appliances,23619.600000000002,Increase Stock,January
2594,Microwave,2024-01-07,Kolkata,486,65.29,No,Increasing,Premium,Kolkata,87,2,87,10,Mumbai,79.34,75.56,12.99,0.42,Home Appliances,31730.940000000002,Increase Stock,January
2595,Fan,2024-06-05,Bangalore,336,49.32,Yes,Increasing,Regular,Ahmedabad,654,4,142,3,Mumbai,49.32,18.77,18.96,19.81,Home Appliances,16571.52,Maintain Stock,June
2596,Fan,2024-06-05,Bangalore,336,96.58,Yes,Increasing,Regular,Ahmedabad,654,4,142,3,Hyderabad,97.69,25.56,20.95,15.78,Home Appliances,32450.88,Maintain Stock,June
2597,Fan,2024-06-05,Bangalore,336,96.33,Yes,Increasing,Regular,Ahmedabad,654,4,142,3,Chennai,96.33,96.55,28.77,4.46,Home Appliances,32366.88,Maintain Stock,June
2598,Fan,2024-06-05,Bangalore,336,49.32,Yes,Increasing,Regular,Mumbai,195,17,168,3,Mumbai,49.32,18.77,18.96,19.81,Home Appliances,16571.52,Maintain Stock,June
2599,Fan,2024-06-05,Bangalore,336,96.58,Yes,Increasing,Regular,Mumbai,195,17,168,3,Hyderabad,97.69,25.56,20.95,15.78,Home Appliances,32450.88,Maintain Stock,June
2600,Fan,2024-06-05,Bangalore,336,96.33,Yes,Increasing,Regular,Mumbai,195,17,168,3,Chennai,96.33,96.55,28.77,4.46,Home Appliances,32366.88,Maintain Stock,June
2601,Fan,2024-06-05,Bangalore,336,49.32,Yes,Increasing,Regular,Hyderabad,421,15,23,1,Mumbai,49.32,18.77,18.96,19.81,Home Appliances,16571.52,Maintain Stock,June
2602,Fan,2024-06-05,Bangalore,336,96.58,Yes,Increasing,Regular,Hyderabad,421,15,23,1,Hyderabad,97.69,25.56,20.95,15.78,Home Appliances,32450.88,Maintain Stock,June
2603,Fan,2024-06-05,Bangalore,336,96.33,Yes,Increasing,Regular,Hyderabad,421,15,23,1,Chennai,96.33,96.55,28.77,4.46,Home Appliances,32366.88,Maintain Stock,June
2604,Table,2024-02-12,Kolkata,32,26.27,No,Stable,Premium,Ahmedabad,266,8,177,4,Chennai,26.27,7.97,26.27,8.64,Furniture,840.64,Maintain Stock,February
2605,Table,2024-02-12,Kolkata,32,9.5,No,Stable,Premium,Ahmedabad,266,8,177,4,Bangalore,9.5,49.52,9.5,6.67,Furniture,304.0,Maintain Stock,February
2606,Keyboard,2024-01-01,Bangalore,109,12.9,No,Stable,Regular,Kolkata,360,5,63,7,Pune,40.95,68.0,21.69,15.98,Electronics,1406.1000000000001,Reduce Stock,January
2607,Keyboard,2024-01-01,Bangalore,109,12.9,No,Stable,Regular,Ahmedabad,398,12,121,3,Pune,40.95,68.0,21.69,15.98,Electronics,1406.1000000000001,Reduce Stock,January
2608,Keyboard,2024-01-01,Bangalore,109,12.9,No,Stable,Regular,Kolkata,147,11,75,6,Pune,40.95,68.0,21.69,15.98,Electronics,1406.1000000000001,Maintain Stock,January
2609,Keyboard,2024-01-01,Bangalore,109,12.9,No,Stable,Regular,Kolkata,373,10,39,5,Pune,40.95,68.0,21.69,15.98,Electronics,1406.1000000000001,Reduce Stock,January
2610,T-Shirt,2024-08-10,Kolkata,188,63.7,No,Decreasing,Premium,Pune,790,15,178,2,Chennai,63.7,56.1,44.74,2.57,Fashion,11975.6,Maintain Stock,August
2611,T-Shirt,2024-08-10,Kolkata,188,31.69,No,Decreasing,Premium,Pune,790,15,178,2,Pune,31.69,8.2,31.69,12.51,Fashion,5957.72,Maintain Stock,August
2612,T-Shirt,2024-08-10,Kolkata,188,63.7,No,Decreasing,Premium,Ahmedabad,219,16,101,9,Chennai,63.7,56.1,44.74,2.57,Fashion,11975.6,Maintain Stock,August
2613,T-Shirt,2024-08-10,Kolkata,188,31.69,No,Decreasing,Premium,Ahmedabad,219,16,101,9,Pune,31.69,8.2,31.69,12.51,Fashion,5957.72,Maintain Stock,August
2614,T-Shirt,2024-03-19,Ahmedabad,353,73.65,No,Stable,Regular,Pune,9,6,9,6,Bangalore,73.65,31.49,1.41,19.54,Fashion,25998.45,Maintain Stock,March
2615,Fan,2024-07-17,Pune,41,16.38,Yes,Stable,Regular,Kolkata,883,19,12,6,Pune,16.38,63.33,16.38,2.09,Home Appliances,671.5799999999999,Reduce Stock,July
2616,Fan,2024-07-17,Pune,41,31.43,Yes,Stable,Regular,Kolkata,883,19,12,6,Ahmedabad,87.26,94.1,30.19,8.57,Home Appliances,1288.6299999999999,Reduce Stock,July
2617,Snacks,2024-06-28,Ahmedabad,284,5.24,No,Stable,Budget,Pune,753,9,55,13,Bangalore,5.24,92.32,5.24,11.87,Groceries,1488.16,Maintain Stock,June
2618,Snacks,2024-06-28,Ahmedabad,284,37.97,No,Stable,Budget,Pune,753,9,55,13,Delhi,37.97,78.84,5.98,15.56,Groceries,10783.48,Maintain Stock,June
2619,Snacks,2024-06-28,Ahmedabad,284,57.57,No,Stable,Budget,Pune,753,9,55,13,Pune,57.57,6.58,23.74,13.35,Groceries,16349.88,Maintain Stock,June
2620,Snacks,2024-06-28,Ahmedabad,284,5.24,No,Stable,Budget,Mumbai,773,9,175,6,Bangalore,5.24,92.32,5.24,11.87,Groceries,1488.16,Maintain Stock,June
2621,Snacks,2024-06-28,Ahmedabad,284,37.97,No,Stable,Budget,Mumbai,773,9,175,6,Delhi,37.97,78.84,5.98,15.56,Groceries,10783.48,Maintain Stock,June
2622,Snacks,2024-06-28,Ahmedabad,284,57.57,No,Stable,Budget,Mumbai,773,9,175,6,Pune,57.57,6.58,23.74,13.35,Groceries,16349.88,Maintain Stock,June
2623,Mixer,2024-02-15,Mumbai,200,13.81,No,Increasing,Budget,Kolkata,909,11,110,11,Bangalore,90.91,68.33,37.19,14.88,Home Appliances,2762.0,Maintain Stock,February
2624,T-Shirt,2024-12-09,Mumbai,199,35.88,Yes,Stable,Regular,Bangalore,388,14,46,6,Ahmedabad,90.01,21.42,45.4,17.72,Fashion,7140.120000000001,Maintain Stock,December
2625,Snacks,2024-06-25,Delhi,235,6.81,No,Increasing,Budget,Mumbai,640,7,146,3,Pune,33.04,19.11,33.04,7.72,Groceries,1600.35,Maintain Stock,June
2626,Snacks,2024-06-25,Delhi,235,6.81,No,Increasing,Budget,Mumbai,640,7,146,3,Mumbai,34.67,52.33,7.01,9.71,Groceries,1600.35,Maintain Stock,June
2627,Snacks,2024-06-25,Delhi,235,6.81,No,Increasing,Budget,Mumbai,640,7,146,3,Ahmedabad,50.07,83.52,40.95,1.36,Groceries,1600.35,Maintain Stock,June
2628,Snacks,2024-06-25,Delhi,235,6.81,No,Increasing,Budget,Mumbai,640,7,146,3,Hyderabad,85.99,48.51,43.42,13.44,Groceries,1600.35,Maintain Stock,June
2629,Washing Machine,2024-06-15,Delhi,446,9.73,Yes,Stable,Regular,Mumbai,461,14,22,6,Bangalore,9.73,12.44,9.73,5.91,Home Appliances,4339.58,Maintain Stock,June
2630,Bread,2024-03-01,Kolkata,44,62.34,No,Increasing,Premium,Ahmedabad,899,0,126,9,Chennai,62.34,28.4,4.34,2.17,Groceries,2742.96,Reduce Stock,March
2631,Bread,2024-03-01,Kolkata,44,25.34,No,Increasing,Premium,Ahmedabad,899,0,126,9,Mumbai,25.34,51.96,13.95,10.21,Groceries,1114.96,Reduce Stock,March
2632,Jeans,2024-12-01,Kolkata,87,62.47,No,Stable,Regular,Bangalore,915,8,122,11,Kolkata,62.47,75.3,42.31,11.01,Fashion,5434.89,Reduce Stock,December
2633,Jeans,2024-12-01,Kolkata,87,62.47,No,Stable,Regular,Pune,7,7,7,5,Kolkata,62.47,75.3,42.31,11.01,Fashion,5434.89,Maintain Stock,December
2634,Microwave,2024-04-27,Mumbai,294,67.4,Yes,Decreasing,Premium,Ahmedabad,474,7,115,10,Chennai,67.4,46.56,47.0,14.78,Home Appliances,19815.600000000002,Maintain Stock,April
2635,Microwave,2024-04-27,Mumbai,294,38.63,Yes,Decreasing,Premium,Ahmedabad,474,7,115,10,Ahmedabad,38.63,17.61,21.14,11.67,Home Appliances,11357.220000000001,Maintain Stock,April
2636,Microwave,2024-04-27,Mumbai,294,67.4,Yes,Decreasing,Premium,Bangalore,332,0,147,14,Chennai,67.4,46.56,47.0,14.78,Home Appliances,19815.600000000002,Maintain Stock,April
